zipcode,number_of_customers,Percentage
07305,91,0.02
19464,91,0.02
19808,91,0.02
21204,91,0.02
27101,91,0.02
98023,91,0.02
98273,91,0.02
32816,91,0.02
33130,91,0.02
49686,91,0.02
56258,91,0.02
58104,91,0.02
60090,91,0.02
60173,91,0.02
48098,90,0.02
49643,90,0.02
55118,90,0.02
08003,90,0.02
14063,90,0.02
68505,90,0.02
76308,90,0.02
77027,90,0.02
85224,90,0.02
85225,90,0.02
85712,90,0.02
94553,90,0.02
75006,89,0.02
79414,89,0.02
90035,89,0.02
91506,89,0.02
93410,89,0.02
11360,89,0.02
11549,89,0.02
21801,89,0.02
33025,89,0.02
37209,89,0.02
48071,89,0.02
53726,89,0.02
98117,89,0.02
01890,88,0.02
02904,88,0.02
06032,88,0.02
11225,88,0.02
13350,88,0.02
19123,88,0.02
29169,88,0.02
66621,88,0.02
85295,88,0.02
90650,88,0.02
91784,88,0.02
93012,88,0.02
30501,88,0.02
32224,88,0.02
33126,88,0.02
38103,88,0.02
48185,88,0.02
48377,88,0.02
55446,88,0.02
30044,87,0.01
44304,87,0.01
61821,87,0.01
07650,87,0.01
98199,87,0.01
98362,87,0.01
70123,87,0.01
77407,87,0.01
80524,87,0.01
92562,87,0.01
92679,87,0.01
92835,87,0.01
92879,87,0.01
95448,87,0.01
64112,86,0.01
70001,86,0.01
75010,86,0.01
75063,86,0.01
75231,86,0.01
78729,86,0.01
80134,86,0.01
89502,86,0.01
90291,86,0.01
95826,86,0.01
96003,86,0.01
96146,86,0.01
01267,86,0.01
02738,86,0.01
04240,86,0.01
11757,86,0.01
13323,86,0.01
17111,86,0.01
17604,86,0.01
27517,86,0.01
30161,86,0.01
32119,86,0.01
32514,86,0.01
33414,86,0.01
37405,86,0.01
47907,86,0.01
60540,86,0.01
56321,85,0.01
58202,85,0.01
01852,85,0.01
06070,85,0.01
11103,85,0.01
89183,85,0.01
90042,85,0.01
90732,85,0.01
92692,85,0.01
94550,85,0.01
75056,84,0.01
77340,84,0.01
80021,84,0.01
92657,84,0.01
97520,84,0.01
02454,84,0.01
03766,84,0.01
10801,84,0.01
17033,84,0.01
59718,84,0.01
60565,84,0.01
62703,84,0.01
98225,84,0.01
11554,83,0.01
11803,83,0.01
14534,83,0.01
14604,83,0.01
77429,83,0.01
80014,83,0.01
87505,83,0.01
32837,83,0.01
54751,83,0.01
60148,83,0.01
61108,83,0.01
32835,82,0.01
53190,82,0.01
08234,82,0.01
23320,82,0.01
27103,82,0.01
78660,82,0.01
84106,82,0.01
92211,82,0.01
95928,82,0.01
73069,81,0.01
75254,81,0.01
87801,81,0.01
91343,81,0.01
92026,81,0.01
94558,81,0.01
94705,81,0.01
95121,81,0.01
96822,81,0.01
30338,81,0.01
30907,81,0.01
37830,81,0.01
48188,81,0.01
98058,81,0.01
98230,81,0.01
06776,81,0.01
19041,81,0.01
20906,81,0.01
21075,81,0.01
23602,81,0.01
06824,80,0.01
11224,80,0.01
18045,80,0.01
20120,80,0.01
28270,80,0.01
30341,80,0.01
33157,80,0.01
37221,80,0.01
38501,80,0.01
46074,80,0.01
60532,80,0.01
67220,80,0.01
70125,80,0.01
72758,80,0.01
77573,80,0.01
80911,80,0.01
85306,80,0.01
89135,80,0.01
90068,80,0.01
90501,80,0.01
92399,80,0.01
95824,80,0.01
98055,80,0.01
33620,79,0.01
48201,79,0.01
53593,79,0.01
11030,79,0.01
19003,79,0.01
21153,79,0.01
22304,79,0.01
29607,79,0.01
72034,79,0.01
92591,79,0.01
95113,79,0.01
97202,79,0.01
66062,78,0.01
68105,78,0.01
68106,78,0.01
75205,78,0.01
77478,78,0.01
80231,78,0.01
90232,78,0.01
91604,78,0.01
94022,78,0.01
94549,78,0.01
35405,78,0.01
47905,78,0.01
02127,78,0.01
04238,78,0.01
05254,78,0.01
07960,78,0.01
11501,78,0.01
19081,78,0.01
19707,78,0.01
20816,78,0.01
23456,78,0.01
29526,78,0.01
02210,77,0.01
03276,77,0.01
06095,77,0.01
11222,77,0.01
21224,77,0.01
21502,77,0.01
66506,77,0.01
72211,77,0.01
72704,77,0.01
72712,77,0.01
74006,77,0.01
74135,77,0.01
77084,77,0.01
78727,77,0.01
79762,77,0.01
91913,77,0.01
94502,77,0.01
94602,77,0.01
98465,77,0.01
60559,77,0.01
30117,76,0.01
31419,76,0.01
33145,76,0.01
38016,76,0.01
48126,76,0.01
48304,76,0.01
48335,76,0.01
49512,76,0.01
55403,76,0.01
60061,76,0.01
61401,76,0.01
78681,76,0.01
91301,76,0.01
01851,76,0.01
02457,76,0.01
07652,76,0.01
07920,76,0.01
08534,76,0.01
10312,76,0.01
10522,76,0.01
11230,76,0.01
11369,76,0.01
14744,76,0.01
19006,76,0.01
19403,76,0.01
20152,76,0.01
20164,76,0.01
98201,76,0.01
77477,75,0.01
93103,75,0.01
93933,75,0.01
94114,75,0.01
95219,75,0.01
97233,75,0.01
30568,75,0.01
32301,75,0.01
32312,75,0.01
33024,75,0.01
33166,75,0.01
36079,75,0.01
37923,75,0.01
08054,75,0.01
10591,75,0.01
12089,75,0.01
13820,75,0.01
20782,75,0.01
22101,75,0.01
23060,75,0.01
06460,74,0.01
07052,74,0.01
10940,74,0.01
24450,74,0.01
28269,74,0.01
29072,74,0.01
29209,74,0.01
73012,74,0.01
75020,74,0.01
76205,74,0.01
80110,74,0.01
90048,74,0.01
90057,74,0.01
91001,74,0.01
94596,74,0.01
98467,74,0.01
98499,74,0.01
29730,74,0.01
32825,74,0.01
43551,74,0.01
49423,74,0.01
60015,74,0.01
33411,73,0.01
35632,73,0.01
45409,73,0.01
48640,73,0.01
49503,73,0.01
62712,73,0.01
63703,73,0.01
66213,73,0.01
68506,73,0.01
75007,73,0.01
78209,73,0.01
83648,73,0.01
90278,73,0.01
90403,73,0.01
90745,73,0.01
93311,73,0.01
95138,73,0.01
01301,73,0.01
10075,73,0.01
11234,73,0.01
19063,73,0.01
20148,73,0.01
20723,73,0.01
24401,73,0.01
02460,72,0.01
05439,72,0.01
06001,72,0.01
06053,72,0.01
13903,72,0.01
16335,72,0.01
16652,72,0.01
26508,72,0.01
27407,72,0.01
63141,72,0.01
76109,72,0.01
77006,72,0.01
95340,72,0.01
30047,72,0.01
30363,72,0.01
37215,72,0.01
42104,72,0.01
45226,72,0.01
45840,72,0.01
53562,72,0.01
58103,72,0.01
60603,72,0.01
61615,72,0.01
98057,72,0.01
98402,72,0.01
98516,71,0.01
68114,71,0.01
74464,71,0.01
76051,71,0.01
78704,71,0.01
78749,71,0.01
91205,71,0.01
94024,71,0.01
95833,71,0.01
97417,71,0.01
03103,71,0.01
06117,71,0.01
06795,71,0.01
06825,71,0.01
07450,71,0.01
11706,71,0.01
14301,71,0.01
20904,71,0.01
21093,71,0.01
28210,71,0.01
29928,71,0.01
32605,71,0.01
33179,71,0.01
37067,71,0.01
60004,71,0.01
31322,70,0.01
33027,70,0.01
33134,70,0.01
46617,70,0.01
48120,70,0.01
54952,70,0.01
66503,70,0.01
75204,70,0.01
77433,70,0.01
81657,70,0.01
85008,70,0.01
88011,70,0.01
90027,70,0.01
92867,70,0.01
94518,70,0.01
94531,70,0.01
95032,70,0.01
95301,70,0.01
95834,70,0.01
97003,70,0.01
97007,70,0.01
97219,70,0.01
98168,70,0.01
98406,70,0.01
02131,70,0.01
03101,70,0.01
06484,70,0.01
10989,70,0.01
11020,70,0.01
14802,70,0.01
14845,70,0.01
18017,70,0.01
19115,70,0.01
19901,70,0.01
01720,69,0.01
03301,69,0.01
06492,69,0.01
07010,69,0.01
07871,69,0.01
19801,69,0.01
19803,69,0.01
20707,69,0.01
27265,69,0.01
77079,69,0.01
78256,69,0.01
78748,69,0.01
78753,69,0.01
90803,69,0.01
93955,69,0.01
94591,69,0.01
94619,69,0.01
95670,69,0.01
97086,69,0.01
97225,69,0.01
29910,69,0.01
30597,69,0.01
34471,69,0.01
57069,69,0.01
30067,68,0.01
30573,68,0.01
32905,68,0.01
43022,68,0.01
43614,68,0.01
44883,68,0.01
56716,68,0.01
60062,68,0.01
63117,68,0.01
75019,68,0.01
75243,68,0.01
83501,68,0.01
83686,68,0.01
84107,68,0.01
90502,68,0.01
91377,68,0.01
92555,68,0.01
92675,68,0.01
94104,68,0.01
01845,68,0.01
02461,68,0.01
11777,68,0.01
13045,68,0.01
20902,68,0.01
27409,68,0.01
28273,68,0.01
02886,67,0.01
06811,67,0.01
11050,67,0.01
11435,67,0.01
14624,67,0.01
19038,67,0.01
19128,67,0.01
21532,67,0.01
23219,67,0.01
23505,67,0.01
28226,67,0.01
28546,67,0.01
68516,67,0.01
70810,67,0.01
77386,67,0.01
78414,67,0.01
80528,67,0.01
81611,67,0.01
85212,67,0.01
91502,67,0.01
94903,67,0.01
95212,67,0.01
95687,67,0.01
33433,67,0.01
36608,67,0.01
46322,67,0.01
46360,67,0.01
50311,67,0.01
98188,67,0.01
98208,66,0.01
98327,66,0.01
77498,66,0.01
78739,66,0.01
80013,66,0.01
89052,66,0.01
89523,66,0.01
92501,66,0.01
94513,66,0.01
01606,66,0.01
02119,66,0.01
02493,66,0.01
06042,66,0.01
14150,66,0.01
24551,66,0.01
30004,66,0.01
33331,66,0.01
35124,66,0.01
37122,66,0.01
48309,66,0.01
55125,66,0.01
55404,66,0.01
55906,66,0.01
30005,65,0.01
30909,65,0.01
33186,65,0.01
33467,65,0.01
33559,65,0.01
44114,65,0.01
45458,65,0.01
47303,65,0.01
60016,65,0.01
66002,65,0.01
83646,65,0.01
85284,65,0.01
90250,65,0.01
92865,65,0.01
94062,65,0.01
95401,65,0.01
95691,65,0.01
99336,65,0.01
02476,65,0.01
04530,65,0.01
12110,65,0.01
14580,65,0.01
20190,65,0.01
27587,65,0.01
28105,65,0.01
02129,64,0.01
04349,64,0.01
05850,64,0.01
11102,64,0.01
15931,64,0.01
18938,64,0.01
19720,64,0.01
22181,64,0.01
27612,64,0.01
29613,64,0.01
66210,64,0.01
79902,64,0.01
85257,64,0.01
86011,64,0.01
91335,64,0.01
92064,64,0.01
92223,64,0.01
92688,64,0.01
94519,64,0.01
30062,64,0.01
30066,64,0.01
30326,64,0.01
35806,64,0.01
43035,64,0.01
45249,64,0.01
46250,64,0.01
98204,64,0.01
98229,63,0.01
98264,63,0.01
63144,63,0.01
72467,63,0.01
75229,63,0.01
84020,63,0.01
87109,63,0.01
89521,63,0.01
90601,63,0.01
90802,63,0.01
93441,63,0.01
95135,63,0.01
95350,63,0.01
95351,63,0.01
97060,63,0.01
01826,63,0.01
03060,63,0.01
04630,63,0.01
06039,63,0.01
10007,63,0.01
13408,63,0.01
15090,63,0.01
18940,63,0.01
19380,63,0.01
20155,63,0.01
20817,63,0.01
20853,63,0.01
21286,63,0.01
22401,63,0.01
23322,63,0.01
35758,63,0.01
46033,63,0.01
52404,63,0.01
52556,63,0.01
53916,63,0.01
55104,63,0.01
30144,62,0.01
30305,62,0.01
33161,62,0.01
45459,62,0.01
49525,62,0.01
54143,62,0.01
61455,62,0.01
78550,62,0.01
90018,62,0.01
91723,62,0.01
92019,62,0.01
92346,62,0.01
93726,62,0.01
95973,62,0.01
97216,62,0.01
01748,62,0.01
04614,62,0.01
06040,62,0.01
07071,62,0.01
07078,62,0.01
12401,62,0.01
18020,62,0.01
19124,62,0.01
21045,62,0.01
28372,62,0.01
29325,62,0.01
29403,62,0.01
06382,61,0.01
10301,61,0.01
11226,61,0.01
11747,61,0.01
14068,61,0.01
21917,61,0.01
27604,61,0.01
31404,61,0.01
32216,61,0.01
33181,61,0.01
33880,61,0.01
37042,61,0.01
37922,61,0.01
40509,61,0.01
43762,61,0.01
45469,61,0.01
48085,61,0.01
49008,61,0.01
54703,61,0.01
77204,61,0.01
78023,61,0.01
78664,61,0.01
84047,61,0.01
90274,61,0.01
92009,61,0.01
92027,61,0.01
70506,60,0.01
76132,60,0.01
78212,60,0.01
90026,60,0.01
92807,60,0.01
92823,60,0.01
92840,60,0.01
92869,60,0.01
93619,60,0.01
94708,60,0.01
94805,60,0.01
94901,60,0.01
97408,60,0.01
07003,60,0.01
07018,60,0.01
07090,60,0.01
08876,60,0.01
15601,60,0.01
22015,60,0.01
23693,60,0.01
98178,60,0.01
33165,60,0.01
43081,60,0.01
44122,60,0.01
60193,60,0.01
63021,60,0.01
32221,59,0.01
32259,59,0.01
32311,59,0.01
33132,59,0.01
33410,59,0.01
37076,59,0.01
37421,59,0.01
38111,59,0.01
50265,59,0.01
53217,59,0.01
54401,59,0.01
55122,59,0.01
56374,59,0.01
60185,59,0.01
61354,59,0.01
03062,59,0.01
06340,59,0.01
07950,59,0.01
12208,59,0.01
13413,59,0.01
13601,59,0.01
18103,59,0.01
19020,59,0.01
21029,59,0.01
23452,59,0.01
74137,59,0.01
75214,59,0.01
78257,59,0.01
84043,59,0.01
84070,59,0.01
84101,59,0.01
84109,59,0.01
85249,59,0.01
89074,59,0.01
90623,59,0.01
90660,59,0.01
90670,59,0.01
93306,59,0.01
94521,59,0.01
95355,59,0.01
95382,59,0.01
98146,59,0.01
98501,59,0.01
98405,58,0.01
01450,58,0.01
03106,58,0.01
06477,58,0.01
08844,58,0.01
10471,58,0.01
11010,58,0.01
11704,58,0.01
12564,58,0.01
19401,58,0.01
19438,58,0.01
19703,58,0.01
20851,58,0.01
20876,58,0.01
22042,58,0.01
22314,58,0.01
23235,58,0.01
27858,58,0.01
28403,58,0.01
30303,58,0.01
30809,58,0.01
33326,58,0.01
33710,58,0.01
35802,58,0.01
39401,58,0.01
44221,58,0.01
47203,58,0.01
48033,58,0.01
49103,58,0.01
53545,58,0.01
53581,58,0.01
55124,58,0.01
55129,58,0.01
60169,58,0.01
60305,58,0.01
67206,58,0.01
70802,58,0.01
75219,58,0.01
77382,58,0.01
77449,58,0.01
78363,58,0.01
83013,58,0.01
85701,58,0.01
85711,58,0.01
87111,58,0.01
92395,58,0.01
92653,58,0.01
95403,58,0.01
95747,58,0.01
83709,57,0.01
85004,57,0.01
89509,57,0.01
90620,57,0.01
92071,57,0.01
92081,57,0.01
92843,57,0.01
94123,57,0.01
07728,57,0.01
08520,57,0.01
19030,57,0.01
19709,57,0.01
21227,57,0.01
22911,57,0.01
22980,57,0.01
23031,57,0.01
24531,57,0.01
29033,57,0.01
29414,57,0.01
98503,57,0.01
32708,57,0.01
33409,57,0.01
33418,57,0.01
33434,57,0.01
34746,57,0.01
46204,57,0.01
48824,57,0.01
55401,57,0.01
55432,57,0.01
60007,57,0.01
60622,57,0.01
61920,57,0.01
30345,56,0.01
33029,56,0.01
33071,56,0.01
33314,56,0.01
33428,56,0.01
33511,56,0.01
37375,56,0.01
43230,56,0.01
45419,56,0.01
48168,56,0.01
48374,56,0.01
55126,56,0.01
62801,56,0.01
02464,56,0.01
07070,56,0.01
07733,56,0.01
08053,56,0.01
11743,56,0.01
12095,56,0.01
12590,56,0.01
15101,56,0.01
20121,56,0.01
64137,56,0.01
70503,56,0.01
74077,56,0.01
76015,56,0.01
77550,56,0.01
78411,56,0.01
80012,56,0.01
80503,56,0.01
80903,56,0.01
83642,56,0.01
84105,56,0.01
84119,56,0.01
90621,56,0.01
90638,56,0.01
95742,56,0.01
97005,56,0.01
80124,55,0.01
85251,55,0.01
90245,55,0.01
91402,55,0.01
92057,55,0.01
92392,55,0.01
95521,55,0.01
95678,55,0.01
95762,55,0.01
96819,55,0.01
97239,55,0.01
01984,55,0.01
02818,55,0.01
05154,55,0.01
07065,55,0.01
11758,55,0.01
15202,55,0.01
15681,55,0.01
19026,55,0.01
20151,55,0.01
20705,55,0.01
21152,55,0.01
32218,55,0.01
37934,55,0.01
44471,55,0.01
46530,55,0.01
55347,55,0.01
55416,55,0.01
59102,55,0.01
60047,55,0.01
30092,54,0.01
31602,54,0.01
33322,54,0.01
36116,54,0.01
37020,54,0.01
38305,54,0.01
40241,54,0.01
44060,54,0.01
46077,54,0.01
47909,54,0.01
49930,54,0.01
55447,54,0.01
60502,54,0.01
01230,54,0.01
01581,54,0.01
01608,54,0.01
02199,54,0.01
06851,54,0.01
10606,54,0.01
11795,54,0.01
16441,54,0.01
19143,54,0.01
19454,54,0.01
21236,54,0.01
22206,54,0.01
22807,54,0.01
23451,54,0.01
23455,54,0.01
27104,54,0.01
27511,54,0.01
63301,54,0.01
67226,54,0.01
75703,54,0.01
81001,54,0.01
83704,54,0.01
84721,54,0.01
85296,54,0.01
88220,54,0.01
89138,54,0.01
90249,54,0.01
90701,54,0.01
92270,54,0.01
93535,54,0.01
94005,54,0.01
97220,54,0.01
98177,54,0.01
06033,53,0.01
07041,53,0.01
13901,53,0.01
17050,53,0.01
19460,53,0.01
19810,53,0.01
20176,53,0.01
27617,53,0.01
28806,53,0.01
32836,53,0.01
37865,53,0.01
40245,53,0.01
44512,53,0.01
44870,53,0.01
45069,53,0.01
45410,53,0.01
46319,53,0.01
52722,53,0.01
53965,53,0.01
58801,53,0.01
60031,53,0.01
60561,53,0.01
70003,53,0.01
78735,53,0.01
80031,53,0.01
89128,53,0.01
92021,53,0.01
95482,53,0.01
95765,53,0.01
96816,53,0.01
97008,53,0.01
74012,52,0.01
74820,52,0.01
75001,52,0.01
78234,52,0.01
79705,52,0.01
87110,52,0.01
90014,52,0.01
90210,52,0.01
92083,52,0.01
92610,52,0.01
97015,52,0.01
01886,52,0.01
02110,52,0.01
03894,52,0.01
08043,52,0.01
08852,52,0.01
10033,52,0.01
19004,52,0.01
19073,52,0.01
19114,52,0.01
21014,52,0.01
21030,52,0.01
21234,52,0.01
22306,52,0.01
23294,52,0.01
29650,52,0.01
30327,52,0.01
32771,52,0.01
32839,52,0.01
34474,52,0.01
46350,52,0.01
48306,52,0.01
60423,52,0.01
63005,52,0.01
29649,51,0.01
32407,51,0.01
37404,51,0.01
37931,51,0.01
43026,51,0.01
46037,51,0.01
49301,51,0.01
54901,51,0.01
55044,51,0.01
55112,51,0.01
56601,51,0.01
68528,51,0.01
70816,51,0.01
77379,51,0.01
78240,51,0.01
84790,51,0.01
89109,51,0.01
92694,51,0.01
93309,51,0.01
93611,51,0.01
94605,51,0.01
94928,51,0.01
96814,51,0.01
96815,51,0.01
97301,51,0.01
98116,51,0.01
99004,51,0.01
02026,51,0.01
02186,51,0.01
02494,51,0.01
02809,51,0.01
07901,51,0.01
11779,51,0.01
19342,51,0.01
22066,51,0.01
23502,51,0.01
28078,51,0.01
01027,50,0.01
02301,50,0.01
07075,50,0.01
11417,50,0.01
12309,50,0.01
14608,50,0.01
15212,50,0.01
17036,50,0.01
18964,50,0.01
19146,50,0.01
19422,50,0.01
20165,50,0.01
20706,50,0.01
22124,50,0.01
22560,50,0.01
27455,50,0.01
27703,50,0.01
29204,50,0.01
64114,50,0.01
75071,50,0.01
77019,50,0.01
77705,50,0.01
79707,50,0.01
84121,50,0.01
85233,50,0.01
90247,50,0.01
90293,50,0.01
91387,50,0.01
91403,50,0.01
91406,50,0.01
92866,50,0.01
93454,50,0.01
93703,50,0.01
95356,50,0.01
95818,50,0.01
96813,50,0.01
32811,50,0.01
39110,50,0.01
43015,50,0.01
53717,50,0.01
55109,50,0.01
55435,50,0.01
60008,50,0.01
62025,50,0.01
62246,50,0.01
98112,50,0.01
99202,49,0.01
74136,49,0.01
75062,49,0.01
77901,49,0.01
79423,49,0.01
79601,49,0.01
84103,49,0.01
85260,49,0.01
87107,49,0.01
89014,49,0.01
90706,49,0.01
91911,49,0.01
92119,49,0.01
92253,49,0.01
92882,49,0.01
94533,49,0.01
95210,49,0.01
02919,49,0.01
06850,49,0.01
07080,49,0.01
11418,49,0.01
14605,49,0.01
16066,49,0.01
19066,49,0.01
19809,49,0.01
21212,49,0.01
23606,49,0.01
28056,49,0.01
30152,49,0.01
31088,49,0.01
32789,49,0.01
33139,49,0.01
33328,49,0.01
33486,49,0.01
40526,49,0.01
43065,49,0.01
45449,49,0.01
46901,49,0.01
54868,49,0.01
57106,49,0.01
29678,48,0.01
32258,48,0.01
33076,48,0.01
33327,48,0.01
37075,48,0.01
43123,48,0.01
53213,48,0.01
60025,48,0.01
60091,48,0.01
60527,48,0.01
63303,48,0.01
66223,48,0.01
77095,48,0.01
77096,48,0.01
77706,48,0.01
78723,48,0.01
85308,48,0.01
85713,48,0.01
85750,48,0.01
88130,48,0.01
89141,48,0.01
90022,48,0.01
91214,48,0.01
91354,48,0.01
92883,48,0.01
93455,48,0.01
94954,48,0.01
95020,48,0.01
95832,48,0.01
96826,48,0.01
98020,48,0.01
99205,48,0.01
01109,48,0.01
01354,48,0.01
03079,48,0.01
06830,48,0.01
11415,48,0.01
11735,48,0.01
15301,48,0.01
16701,48,0.01
19145,48,0.01
29464,48,0.01
01730,47,0.01
01821,47,0.01
02466,47,0.01
02879,47,0.01
06002,47,0.01
06067,47,0.01
06606,47,0.01
14223,47,0.01
15146,47,0.01
19002,47,0.01
20194,47,0.01
20886,47,0.01
21230,47,0.01
23666,47,0.01
24503,47,0.01
27502,47,0.01
27613,47,0.01
28203,47,0.01
29302,47,0.01
71105,47,0.01
75251,47,0.01
76010,47,0.01
77070,47,0.01
80130,47,0.01
80229,47,0.01
80304,47,0.01
83404,47,0.01
90016,47,0.01
91204,47,0.01
91307,47,0.01
91352,47,0.01
92354,47,0.01
92629,47,0.01
94564,47,0.01
94621,47,0.01
95037,47,0.01
95391,47,0.01
30093,47,0.01
31408,47,0.01
32832,47,0.01
33040,47,0.01
33176,47,0.01
37040,47,0.01
40513,47,0.01
43078,47,0.01
48642,47,0.01
58601,47,0.01
60010,47,0.01
98444,47,0.01
99201,47,0.01
98043,46,0.01
98505,46,0.01
63131,46,0.01
68131,46,0.01
70119,46,0.01
76011,46,0.01
77064,46,0.01
78745,46,0.01
80023,46,0.01
80918,46,0.01
80920,46,0.01
87114,46,0.01
87122,46,0.01
92154,46,0.01
92203,46,0.01
94952,46,0.01
95404,46,0.01
02842,46,0.01
02920,46,0.01
03770,46,0.01
07059,46,0.01
08831,46,0.01
11772,46,0.01
12043,46,0.01
12946,46,0.01
14215,46,0.01
15238,46,0.01
18702,46,0.01
19136,46,0.01
22150,46,0.01
27518,46,0.01
28035,46,0.01
28173,46,0.01
29501,46,0.01
30076,46,0.01
30519,46,0.01
32606,46,0.01
39232,46,0.01
40206,46,0.01
44243,46,0.01
46240,46,0.01
49307,46,0.01
53142,46,0.01
54848,46,0.01
54914,46,0.01
55408,46,0.01
60625,46,0.01
60647,46,0.01
30281,45,0.01
30307,45,0.01
31909,45,0.01
32405,45,0.01
32703,45,0.01
33173,45,0.01
33463,45,0.01
33884,45,0.01
45342,45,0.01
46835,45,0.01
53081,45,0.01
57197,45,0.01
60056,45,0.01
60490,45,0.01
60517,45,0.01
60642,45,0.01
89012,45,0.01
90040,45,0.01
91306,45,0.01
92231,45,0.01
92307,45,0.01
92802,45,0.01
92881,45,0.01
93003,45,0.01
93534,45,0.01
94509,45,0.01
94534,45,0.01
94610,45,0.01
95053,45,0.01
97035,45,0.01
97224,45,0.01
98126,45,0.01
98275,45,0.01
02368,45,0.01
02465,45,0.01
06762,45,0.01
06897,45,0.01
07726,45,0.01
08102,45,0.01
08401,45,0.01
11236,45,0.01
11580,45,0.01
11729,45,0.01
13203,45,0.01
15221,45,0.01
20191,45,0.01
21061,45,0.01
24012,45,0.01
27534,45,0.01
29483,45,0.01
03574,44,0.01
10035,44,0.01
12020,44,0.01
19027,44,0.01
22207,44,0.01
22312,44,0.01
22935,44,0.01
23112,44,0.01
25705,44,0.01
27834,44,0.01
28217,44,0.01
29485,44,0.01
66103,44,0.01
66604,44,0.01
75230,44,0.01
76063,44,0.01
76210,44,0.01
76541,44,0.01
77055,44,0.01
79605,44,0.01
85044,44,0.01
94598,44,0.01
94949,44,0.01
97062,44,0.01
97128,44,0.01
30041,44,0.01
31410,44,0.01
32940,44,0.01
33129,44,0.01
33432,44,0.01
35816,44,0.01
37128,44,0.01
38018,44,0.01
44224,44,0.01
44313,44,0.01
45209,44,0.01
46703,44,0.01
48324,44,0.01
49424,44,0.01
49444,44,0.01
53704,44,0.01
58503,44,0.01
60618,44,0.01
98433,44,0.01
99223,44,0.01
63119,43,0.01
64110,43,0.01
70006,43,0.01
73105,43,0.01
75244,43,0.01
75701,43,0.01
76006,43,0.01
76016,43,0.01
77380,43,0.01
77521,43,0.01
77801,43,0.01
79356,43,0.01
80228,43,0.01
80246,43,0.01
84095,43,0.01
88240,43,0.01
90212,43,0.01
90807,43,0.01
91350,43,0.01
91361,43,0.01
91423,43,0.01
92010,43,0.01
92109,43,0.01
92532,43,0.01
95695,43,0.01
01035,43,0.01
01060,43,0.01
02861,43,0.01
02895,43,0.01
02908,43,0.01
02909,43,0.01
04455,43,0.01
05452,43,0.01
06790,43,0.01
06906,43,0.01
11208,43,0.01
11725,43,0.01
18040,43,0.01
18301,43,0.01
19067,43,0.01
20639,43,0.01
28607,43,0.01
29407,43,0.01
32073,43,0.01
32174,43,0.01
32609,43,0.01
33133,43,0.01
33175,43,0.01
33426,43,0.01
35226,43,0.01
37132,43,0.01
43240,43,0.01
44107,43,0.01
44124,43,0.01
49506,43,0.01
49508,43,0.01
52001,43,0.01
53151,43,0.01
55379,43,0.01
55439,43,0.01
58078,43,0.01
60634,43,0.01
29681,42,0.01
30040,42,0.01
30101,42,0.01
32814,42,0.01
33196,42,0.01
34232,42,0.01
37383,42,0.01
38125,42,0.01
40299,42,0.01
50021,42,0.01
55431,42,0.01
55904,42,0.01
60126,42,0.01
60521,42,0.01
62704,42,0.01
68826,42,0.01
70113,42,0.01
70809,42,0.01
72204,42,0.01
72404,42,0.01
73099,42,0.01
75211,42,0.01
75757,42,0.01
76244,42,0.01
77008,42,0.01
77038,42,0.01
77493,42,0.01
80126,42,0.01
80129,42,0.01
80237,42,0.01
82718,42,0.01
83651,42,0.01
84092,42,0.01
84116,42,0.01
85048,42,0.01
85710,42,0.01
85737,42,0.01
87113,42,0.01
89511,42,0.01
90710,42,0.01
91405,42,0.01
94563,42,0.01
94801,42,0.01
95066,42,0.01
95409,42,0.01
95991,42,0.01
02163,42,0.01
07605,42,0.01
07840,42,0.01
08840,42,0.01
11023,42,0.01
11207,42,0.01
11963,42,0.01
14420,42,0.01
19046,42,0.01
19083,42,0.01
19106,42,0.01
19716,42,0.01
20841,42,0.01
21076,42,0.01
21702,42,0.01
22302,42,0.01
23518,42,0.01
29208,42,0.01
29210,42,0.01
29577,42,0.01
01824,41,0.01
02062,41,0.01
02910,41,0.01
03256,41,0.01
06010,41,0.01
06078,41,0.01
06119,41,0.01
06385,41,0.01
11710,41,0.01
13760,41,0.01
14870,41,0.01
15317,41,0.01
19462,41,0.01
22041,41,0.01
27605,41,0.01
28314,41,0.01
32308,41,0.01
32907,41,0.01
33578,41,0.01
34119,41,0.01
34609,41,0.01
44134,41,0.01
46168,41,0.01
48310,41,0.01
49024,41,0.01
60137,41,0.01
60435,41,0.01
60462,41,0.01
61201,41,0.01
98373,41,0.01
98404,41,0.01
98502,41,0.01
98683,41,0.01
99218,41,0.01
63123,41,0.01
64093,41,0.01
77979,41,0.01
78216,41,0.01
78238,41,0.01
78726,41,0.01
78728,41,0.01
82601,41,0.01
84003,41,0.01
90277,41,0.01
90715,41,0.01
91950,41,0.01
92234,41,0.01
93245,41,0.01
95407,41,0.01
97209,41,0.01
66061,40,0.01
68124,40,0.01
70005,40,0.01
70130,40,0.01
72032,40,0.01
76179,40,0.01
76248,40,0.01
77062,40,0.01
78641,40,0.01
80219,40,0.01
80602,40,0.01
84065,40,0.01
84129,40,0.01
90248,40,0.01
91602,40,0.01
93010,40,0.01
93727,40,0.01
30060,40,0.01
33028,40,0.01
33063,40,0.01
33162,40,0.01
33401,40,0.01
37174,40,0.01
38112,40,0.01
40208,40,0.01
40220,40,0.01
40515,40,0.01
44077,40,0.01
